timestamp,device_id,system_id,anchor_id,px,py,pz,theta_x,theta_y,theta_z,distance,rssi
1510427549586,28486,115200,28435,0.0,-2.039,2.479,NaN,NaN,NaN,0.9410000000000001,-79.0
1510427549659,28486,115200,28435,0.0,-2.035,2.479,NaN,NaN,NaN,0.9450000000000001,-79.0
1510427549733,28486,115200,28435,0.0,-2.016,2.479,NaN,NaN,NaN,0.964,-79.0
1510427549806,28486,115200,28435,0.0,-2.01,2.479,NaN,NaN,NaN,0.969,-79.0
1510427549879,28486,115200,28435,0.0,-2.025,2.479,NaN,NaN,NaN,0.9550000000000001,-79.0
1510427549953,28486,115200,28435,0.0,-1.988,2.479,NaN,NaN,NaN,0.992,-79.0
1510427550026,28486,115200,28435,0.0,-2.039,2.479,NaN,NaN,NaN,0.9410000000000001,-79.0
1510427550099,28486,115200,28435,0.0,-1.973,2.479,NaN,NaN,NaN,1.006,-79.0
1510427550173,28486,115200,28435,0.0,-1.988,2.479,NaN,NaN,NaN,0.992,-79.0
1510427550246,28486,115200,28435,0.0,-2.016,2.479,NaN,NaN,NaN,0.964,-78.0
1510427550319,28486,115200,28435,0.0,-2.016,2.479,NaN,NaN,NaN,0.964,-79.0
1510427550393,28486,115200,28435,0.0,-1.973,2.479,NaN,NaN,NaN,1.006,-79.0
1510427550466,28486,115200,28435,0.0,-2.021,2.479,NaN,NaN,NaN,0.9590000000000001,-78.0
1510427550539,28486,115200,28435,0.0,-2.01,2.479,NaN,NaN,NaN,0.969,-78.0
1510427550613,28486,115200,28435,0.0,-2.002,2.479,NaN,NaN,NaN,0.978,-79.0
1510427550686,28486,115200,28435,0.0,-1.983,2.479,NaN,NaN,NaN,0.997,-78.0
1510427550759,28486,115200,28435,0.0,-1.997,2.479,NaN,NaN,NaN,0.983,-78.0
1510427550832,28486,115200,28435,0.0,-2.03,2.479,NaN,NaN,NaN,0.9500000000000001,-78.0
1510427550904,28486,115200,28435,0.0,-2.021,2.479,NaN,NaN,NaN,0.9590000000000001,-79.0
1510427550978,28486,115200,28435,0.0,-2.021,2.479,NaN,NaN,NaN,0.9590000000000001,-78.0
1510427551054,28486,115200,28435,0.0,-1.991,2.479,NaN,NaN,NaN,0.988,-78.0
1510427551129,28486,115200,28435,0.0,-2.002,2.479,NaN,NaN,NaN,0.978,-78.0
1510427551202,28486,115200,28435,0.0,-1.991,2.479,NaN,NaN,NaN,0.988,-78.0
1510427551275,28486,115200,28435,0.0,-2.025,2.479,NaN,NaN,NaN,0.9550000000000001,-79.0
1510427551349,28486,115200,28435,0.0,-2.025,2.479,NaN,NaN,NaN,0.9550000000000001,-78.0
1510427551423,28486,115200,28435,0.0,-2.025,2.479,NaN,NaN,NaN,0.9550000000000001,-79.0
1510427551497,28486,115200,28435,0.0,-2.039,2.479,NaN,NaN,NaN,0.9410000000000001,-78.0
1510427551573,28486,115200,28435,0.0,-2.025,2.479,NaN,NaN,NaN,0.9550000000000001,-78.0
1510427551648,28486,115200,28435,0.0,-2.035,2.479,NaN,NaN,NaN,0.9450000000000001,-79.0
1510427551723,28486,115200,28435,0.0,-2.058,2.479,NaN,NaN,NaN,0.922,-78.0
1510427551799,28486,115200,28435,0.0,-2.03,2.479,NaN,NaN,NaN,0.9500000000000001,-78.0
1510427551872,28486,115200,28435,0.0,-2.049,2.479,NaN,NaN,NaN,0.931,-79.0
1510427551947,28486,115200,28435,0.0,-2.025,2.479,NaN,NaN,NaN,0.9550000000000001,-78.0
1510427552020,28486,115200,28435,0.0,-2.025,2.479,NaN,NaN,NaN,0.9550000000000001,-79.0
1510427552094,28486,115200,28435,0.0,-2.049,2.479,NaN,NaN,NaN,0.931,-78.0
1510427552167,28486,115200,28435,0.0,-2.01,2.479,NaN,NaN,NaN,0.969,-78.0
1510427552240,28486,115200,28435,0.0,-2.044,2.479,NaN,NaN,NaN,0.936,-79.0
1510427552314,28486,115200,28435,0.0,-2.058,2.479,NaN,NaN,NaN,0.922,-79.0
1510427552389,28486,115200,28435,0.0,-2.01,2.479,NaN,NaN,NaN,0.969,-79.0
1510427552463,28486,115200,28435,0.0,-2.044,2.479,NaN,NaN,NaN,0.936,-79.0
1510427552537,28486,115200,28435,0.0,-2.035,2.479,NaN,NaN,NaN,0.9450000000000001,-78.0
1510427552610,28486,115200,28435,0.0,-2.035,2.479,NaN,NaN,NaN,0.9450000000000001,-79.0
1510427552683,28486,115200,28435,0.0,-2.035,2.479,NaN,NaN,NaN,0.9450000000000001,-78.0
1510427552757,28486,115200,28435,0.0,-2.058,2.479,NaN,NaN,NaN,0.922,-78.0
1510427552830,28486,115200,28435,0.0,-2.006,2.479,NaN,NaN,NaN,0.974,-79.0
1510427552903,28486,115200,28435,0.0,-2.03,2.479,NaN,NaN,NaN,0.9500000000000001,-79.0
1510427552977,28486,115200,28435,0.0,-2.049,2.479,NaN,NaN,NaN,0.931,-78.0
1510427553050,28486,115200,28435,0.0,-2.035,2.479,NaN,NaN,NaN,0.9450000000000001,-78.0
1510427553123,28486,115200,28435,0.0,-2.044,2.479,NaN,NaN,NaN,0.936,-78.0
1510427553197,28486,115200,28435,0.0,-2.016,2.479,NaN,NaN,NaN,0.964,-78.0
1510427553270,28486,115200,28435,0.0,-2.039,2.479,NaN,NaN,NaN,0.9410000000000001,-78.0
1510427553343,28486,115200,28435,0.0,-2.049,2.479,NaN,NaN,NaN,0.931,-78.0
1510427553417,28486,115200,28435,0.0,-2.002,2.479,NaN,NaN,NaN,0.978,-78.0
1510427553490,28486,115200,28435,0.0,-2.044,2.479,NaN,NaN,NaN,0.936,-78.0
1510427553563,28486,115200,28435,0.0,-2.039,2.479,NaN,NaN,NaN,0.9410000000000001,-79.0
1510427553636,28486,115200,28435,0.0,-2.016,2.479,NaN,NaN,NaN,0.964,-78.0
1510427553708,28486,115200,28435,0.0,-2.01,2.479,NaN,NaN,NaN,0.969,-78.0
1510427553782,28486,115200,28435,0.0,-2.016,2.479,NaN,NaN,NaN,0.964,-79.0
1510427553855,28486,115200,28435,0.0,-2.03,2.479,NaN,NaN,NaN,0.9500000000000001,-79.0
1510427553928,28486,115200,28435,0.0,-2.044,2.479,NaN,NaN,NaN,0.936,-79.0
1510427553928,28486,115200,28435,0.0,-2.044,2.479,NaN,NaN,NaN,0.936,-79.0
1510427554070,28486,115200,28435,0.0,-2.049,2.479,NaN,NaN,NaN,0.931,-79.0
1510427554142,28486,115200,28435,0.0,-2.025,2.479,NaN,NaN,NaN,0.9550000000000001,-79.0
1510427554216,28486,115200,28435,0.0,-2.021,2.479,NaN,NaN,NaN,0.9590000000000001,-79.0
1510427554289,28486,115200,28435,0.0,-2.049,2.479,NaN,NaN,NaN,0.931,-79.0
1510427554362,28486,115200,28435,0.0,-2.025,2.479,NaN,NaN,NaN,0.9550000000000001,-79.0
1510427554436,28486,115200,28435,0.0,-2.063,2.479,NaN,NaN,NaN,0.917,-78.0
1510427554509,28486,115200,28435,0.0,-2.03,2.479,NaN,NaN,NaN,0.9500000000000001,-78.0
1510427554582,28486,115200,28435,0.0,-2.049,2.479,NaN,NaN,NaN,0.931,-79.0
1510427554657,28486,115200,28435,0.0,-2.021,2.479,NaN,NaN,NaN,0.9590000000000001,-78.0
1510427554732,28486,115200,28435,0.0,-2.049,2.479,NaN,NaN,NaN,0.931,-78.0
1510427554806,28486,115200,28435,0.0,-2.01,2.479,NaN,NaN,NaN,0.969,-79.0
1510427554878,28486,115200,28435,0.0,-2.021,2.479,NaN,NaN,NaN,0.9590000000000001,-79.0
1510427554951,28486,115200,28435,0.0,-2.035,2.479,NaN,NaN,NaN,0.9450000000000001,-78.0
1510427555024,28486,115200,28435,0.0,-2.03,2.479,NaN,NaN,NaN,0.9500000000000001,-78.0
1510427555098,28486,115200,28435,0.0,-2.021,2.479,NaN,NaN,NaN,0.9590000000000001,-79.0
1510427555172,28486,115200,28435,0.0,-2.035,2.479,NaN,NaN,NaN,0.9450000000000001,-79.0
1510427555245,28486,115200,28435,0.0,-2.044,2.479,NaN,NaN,NaN,0.936,-78.0
1510427555318,28486,115200,28435,0.0,-2.021,2.479,NaN,NaN,NaN,0.9590000000000001,-79.0
1510427555392,28486,115200,28435,0.0,-2.063,2.479,NaN,NaN,NaN,0.917,-79.0
1510427555465,28486,115200,28435,0.0,-2.01,2.479,NaN,NaN,NaN,0.969,-79.0
1510427555539,28486,115200,28435,0.0,-2.049,2.479,NaN,NaN,NaN,0.931,-79.0
1510427555612,28486,115200,28435,0.0,-2.049,2.479,NaN,NaN,NaN,0.931,-79.0
1510427555685,28486,115200,28435,0.0,-2.016,2.479,NaN,NaN,NaN,0.964,-79.0
1510427555760,28486,115200,28435,0.0,-2.039,2.479,NaN,NaN,NaN,0.9410000000000001,-79.0
1510427555834,28486,115200,28435,0.0,-2.025,2.479,NaN,NaN,NaN,0.9550000000000001,-78.0
1510427555906,28486,115200,28435,0.0,-2.016,2.479,NaN,NaN,NaN,0.964,-79.0
1510427555980,28486,115200,28435,0.0,-2.049,2.479,NaN,NaN,NaN,0.931,-79.0
1510427556054,28486,115200,28435,0.0,-2.035,2.479,NaN,NaN,NaN,0.9450000000000001,-79.0
1510427556126,28486,115200,28435,0.0,-2.002,2.479,NaN,NaN,NaN,0.978,-79.0
1510427556200,28486,115200,28435,0.0,-1.96,2.479,NaN,NaN,NaN,1.02,-79.0
1510427556274,28486,115200,28435,0.0,-2.021,2.479,NaN,NaN,NaN,0.9590000000000001,-79.0
1510427556349,28486,115200,28435,0.0,-1.973,2.479,NaN,NaN,NaN,1.006,-79.0
1510427556423,28486,115200,28435,0.0,-2.002,2.479,NaN,NaN,NaN,0.978,-79.0
1510427556496,28486,115200,28435,0.0,-2.006,2.479,NaN,NaN,NaN,0.974,-79.0
1510427556569,28486,115200,28435,0.0,-1.997,2.479,NaN,NaN,NaN,0.983,-79.0
1510427556643,28486,115200,28435,0.0,-2.006,2.479,NaN,NaN,NaN,0.974,-79.0
1510427556717,28486,115200,28435,0.0,-1.988,2.479,NaN,NaN,NaN,0.992,-79.0
1510427556791,28486,115200,28435,0.0,-2.01,2.479,NaN,NaN,NaN,0.969,-79.0
1510427556864,28486,115200,28435,0.0,-2.01,2.479,NaN,NaN,NaN,0.969,-80.0
1510427556937,28486,115200,28435,0.0,-1.991,2.479,NaN,NaN,NaN,0.988,-80.0
1510427557009,28486,115200,28435,0.0,-1.991,2.479,NaN,NaN,NaN,0.988,-79.0
1510427557083,28486,115200,28435,0.0,-2.03,2.479,NaN,NaN,NaN,0.9500000000000001,-80.0
1510427557156,28486,115200,28435,0.0,-2.03,2.479,NaN,NaN,NaN,0.9500000000000001,-80.0
1510427557229,28486,115200,28435,0.0,-1.983,2.479,NaN,NaN,NaN,0.997,-79.0
1510427557303,28486,115200,28435,0.0,-2.016,2.479,NaN,NaN,NaN,0.964,-79.0
1510427557376,28486,115200,28435,0.0,-1.988,2.479,NaN,NaN,NaN,0.992,-80.0
1510427557449,28486,115200,28435,0.0,-1.991,2.479,NaN,NaN,NaN,0.988,-79.0
1510427557523,28486,115200,28435,0.0,-2.006,2.479,NaN,NaN,NaN,0.974,-79.0
1510427557596,28486,115200,28435,0.0,-2.006,2.479,NaN,NaN,NaN,0.974,-79.0
1510427557670,28486,115200,28435,0.0,-1.991,2.479,NaN,NaN,NaN,0.988,-79.0
1510427557743,28486,115200,28435,0.0,-1.991,2.479,NaN,NaN,NaN,0.988,-79.0
1510427557816,28486,115200,28435,0.0,-2.016,2.479,NaN,NaN,NaN,0.964,-79.0
1510427557890,28486,115200,28435,0.0,-1.997,2.479,NaN,NaN,NaN,0.983,-79.0
1510427557964,28486,115200,28435,0.0,-2.016,2.479,NaN,NaN,NaN,0.964,-79.0
1510427558037,28486,115200,28435,0.0,-2.03,2.479,NaN,NaN,NaN,0.9500000000000001,-80.0
1510427558112,28486,115200,28435,0.0,-1.988,2.479,NaN,NaN,NaN,0.992,-79.0
1510427558186,28486,115200,28435,0.0,-2.006,2.479,NaN,NaN,NaN,0.974,-79.0
1510427558260,28486,115200,28435,0.0,-1.991,2.479,NaN,NaN,NaN,0.988,-79.0
1510427558337,28486,115200,28435,0.0,-2.006,2.479,NaN,NaN,NaN,0.974,-80.0
1510427558410,28486,115200,28435,0.0,-2.01,2.479,NaN,NaN,NaN,0.969,-80.0
1510427558484,28486,115200,28435,0.0,-1.991,2.479,NaN,NaN,NaN,0.988,-79.0
1510427558557,28486,115200,28435,0.0,-2.025,2.479,NaN,NaN,NaN,0.9550000000000001,-80.0
1510427558631,28486,115200,28435,0.0,-2.025,2.479,NaN,NaN,NaN,0.9550000000000001,-80.0
1510427558703,28486,115200,28435,0.0,-1.973,2.479,NaN,NaN,NaN,1.006,-80.0
1510427558777,28486,115200,28435,0.0,-1.973,2.479,NaN,NaN,NaN,1.006,-80.0
1510427558777,28486,115200,28435,0.0,-1.973,2.479,NaN,NaN,NaN,1.006,-80.0
1510427558921,28486,115200,28435,0.0,-1.997,2.479,NaN,NaN,NaN,0.983,-80.0
1510427558995,28486,115200,28435,0.0,-2.01,2.479,NaN,NaN,NaN,0.969,-80.0
1510427559070,28486,115200,28435,0.0,-1.95,2.479,NaN,NaN,NaN,1.03,-79.0
1510427559143,28486,115200,28435,0.0,-1.991,2.479,NaN,NaN,NaN,0.988,-80.0
1510427559215,28486,115200,28435,0.0,-2.016,2.479,NaN,NaN,NaN,0.964,-79.0
1510427559289,28486,115200,28435,0.0,-1.978,2.479,NaN,NaN,NaN,1.002,-79.0
1510427559365,28486,115200,28435,0.0,-1.991,2.479,NaN,NaN,NaN,0.988,-80.0
1510427559438,28486,115200,28435,0.0,-1.969,2.479,NaN,NaN,NaN,1.0110000000000001,-80.0
1510427559512,28486,115200,28435,0.0,-1.969,2.479,NaN,NaN,NaN,1.0110000000000001,-79.0
1510427559585,28486,115200,28435,0.0,-1.95,2.479,NaN,NaN,NaN,1.03,-79.0
1510427559658,28486,115200,28435,0.0,-2.006,2.479,NaN,NaN,NaN,0.974,-80.0
1510427559732,28486,115200,28435,0.0,-1.988,2.479,NaN,NaN,NaN,0.992,-80.0
1510427559805,28486,115200,28435,0.0,-1.969,2.479,NaN,NaN,NaN,1.0110000000000001,-80.0
1510427559879,28486,115200,28435,0.0,-2.016,2.479,NaN,NaN,NaN,0.964,-80.0
1510427559952,28486,115200,28435,0.0,-2.002,2.479,NaN,NaN,NaN,0.978,-80.0
1510427560025,28486,115200,28435,0.0,-2.025,2.479,NaN,NaN,NaN,0.9550000000000001,-80.0
1510427560098,28486,115200,28435,0.0,-2.016,2.479,NaN,NaN,NaN,0.964,-80.0
1510427560170,28486,115200,28435,0.0,-2.006,2.479,NaN,NaN,NaN,0.974,-79.0
1510427560244,28486,115200,28435,0.0,-2.03,2.479,NaN,NaN,NaN,0.9500000000000001,-80.0
1510427560317,28486,115200,28435,0.0,-2.016,2.479,NaN,NaN,NaN,0.964,-80.0
1510427560390,28486,115200,28435,0.0,-2.016,2.479,NaN,NaN,NaN,0.964,-80.0
1510427560464,28486,115200,28435,0.0,-1.983,2.479,NaN,NaN,NaN,0.997,-79.0
1510427560537,28486,115200,28435,0.0,-2.006,2.479,NaN,NaN,NaN,0.974,-80.0
1510427560610,28486,115200,28435,0.0,-2.01,2.479,NaN,NaN,NaN,0.969,-80.0
1510427560684,28486,115200,28435,0.0,-1.983,2.479,NaN,NaN,NaN,0.997,-80.0
1510427560757,28486,115200,28435,0.0,-2.002,2.479,NaN,NaN,NaN,0.978,-80.0
1510427560830,28486,115200,28435,0.0,-1.978,2.479,NaN,NaN,NaN,1.002,-80.0
1510427560904,28486,115200,28435,0.0,-2.002,2.479,NaN,NaN,NaN,0.978,-80.0
1510427560977,28486,115200,28435,0.0,-1.973,2.479,NaN,NaN,NaN,1.006,-80.0
1510427561050,28486,115200,28435,0.0,-2.01,2.479,NaN,NaN,NaN,0.969,-80.0
1510427561124,28486,115200,28435,0.0,-1.997,2.479,NaN,NaN,NaN,0.983,-80.0
1510427561197,28486,115200,28435,0.0,-2.03,2.479,NaN,NaN,NaN,0.9500000000000001,-80.0
1510427561270,28486,115200,28435,0.0,-2.03,2.479,NaN,NaN,NaN,0.9500000000000001,-80.0
1510427561344,28486,115200,28435,0.0,-2.044,2.479,NaN,NaN,NaN,0.936,-80.0
1510427561418,28486,115200,28435,0.0,-2.063,2.479,NaN,NaN,NaN,0.917,-80.0
1510427561490,28486,115200,28435,0.0,-2.053,2.479,NaN,NaN,NaN,0.927,-79.0
1510427561565,28486,115200,28435,0.0,-2.044,2.479,NaN,NaN,NaN,0.936,-80.0
1510427561638,28486,115200,28435,0.0,-2.058,2.479,NaN,NaN,NaN,0.922,-80.0
1510427561710,28486,115200,28435,0.0,-2.035,2.479,NaN,NaN,NaN,0.9450000000000001,-80.0
1510427561785,28486,115200,28435,0.0,-2.067,2.479,NaN,NaN,NaN,0.913,-80.0
1510427561858,28486,115200,28435,0.0,-2.044,2.479,NaN,NaN,NaN,0.936,-80.0
1510427561932,28486,115200,28435,0.0,-2.067,2.479,NaN,NaN,NaN,0.913,-80.0
1510427562005,28486,115200,28435,0.0,-2.049,2.479,NaN,NaN,NaN,0.931,-80.0
1510427562080,28486,115200,28435,0.0,-2.039,2.479,NaN,NaN,NaN,0.9410000000000001,-80.0
