timestamp,device_id,system_id,anchor_id,px,py,pz,theta_x,theta_y,theta_z,distance,rssi
1510427541930,28486,115200,28435,0.0,-2.188,1.821,NaN,NaN,NaN,1.03,-80.0
1510427542003,28486,115200,28435,0.0,-1.965,2.255,NaN,NaN,NaN,1.039,-80.0
1510427542077,28486,115200,28435,0.0,-1.966,2.403,NaN,NaN,NaN,1.016,-80.0
1510427542150,28486,115200,28435,0.0,-1.974,2.454,NaN,NaN,NaN,1.006,-80.0
1510427542223,28486,115200,28435,0.0,-2.025,2.471,NaN,NaN,NaN,0.9550000000000001,-80.0
1510427542297,28486,115200,28435,0.0,-1.955,2.476,NaN,NaN,NaN,1.025,-80.0
1510427542370,28486,115200,28435,0.0,-1.974,2.478,NaN,NaN,NaN,1.006,-80.0
1510427542443,28486,115200,28435,0.0,-2.021,2.479,NaN,NaN,NaN,0.9590000000000001,-80.0
1510427542517,28486,115200,28435,0.0,-2.03,2.479,NaN,NaN,NaN,0.9500000000000001,-80.0
1510427542590,28486,115200,28435,0.0,-2.002,2.479,NaN,NaN,NaN,0.978,-80.0
1510427542663,28486,115200,28435,0.0,-1.96,2.479,NaN,NaN,NaN,1.02,-80.0
1510427542663,28486,115200,28435,0.0,-1.96,2.479,NaN,NaN,NaN,1.02,-80.0
1510427542805,28486,115200,28435,0.0,-1.969,2.479,NaN,NaN,NaN,1.0110000000000001,-80.0
1510427542879,28486,115200,28435,0.0,-1.941,2.479,NaN,NaN,NaN,1.039,-80.0
1510427542879,28486,115200,28435,0.0,-1.941,2.479,NaN,NaN,NaN,1.039,-80.0
1510427543021,28486,115200,28435,0.0,-1.922,2.479,NaN,NaN,NaN,1.058,-79.0
1510427543094,28486,115200,28435,0.0,-1.964,2.479,NaN,NaN,NaN,1.016,-80.0
1510427543167,28486,115200,28435,0.0,-1.978,2.479,NaN,NaN,NaN,1.002,-80.0
1510427543241,28486,115200,28435,0.0,-1.903,2.479,NaN,NaN,NaN,1.077,-80.0
1510427543314,28486,115200,28435,0.0,-1.955,2.479,NaN,NaN,NaN,1.025,-80.0
1510427543388,28486,115200,28435,0.0,-1.888,2.479,NaN,NaN,NaN,1.091,-80.0
1510427543461,28486,115200,28435,0.0,-1.917,2.479,NaN,NaN,NaN,1.063,-80.0
1510427543534,28486,115200,28435,0.0,-1.917,2.479,NaN,NaN,NaN,1.063,-80.0
1510427543608,28486,115200,28435,0.0,-1.991,2.479,NaN,NaN,NaN,0.988,-80.0
1510427543681,28486,115200,28435,0.0,-2.01,2.479,NaN,NaN,NaN,0.969,-80.0
1510427543755,28486,115200,28435,0.0,-1.978,2.479,NaN,NaN,NaN,1.002,-80.0
1510427543830,28486,115200,28435,0.0,-1.969,2.479,NaN,NaN,NaN,1.0110000000000001,-80.0
1510427543903,28486,115200,28435,0.0,-1.865,2.479,NaN,NaN,NaN,1.114,-80.0
1510427543975,28486,115200,28435,0.0,-1.96,2.479,NaN,NaN,NaN,1.02,-80.0
1510427544050,28486,115200,28435,0.0,-1.941,2.479,NaN,NaN,NaN,1.039,-80.0
1510427544125,28486,115200,28435,0.0,-1.852,2.479,NaN,NaN,NaN,1.1280000000000001,-80.0
1510427544198,28486,115200,28435,0.0,-1.964,2.479,NaN,NaN,NaN,1.016,-80.0
1510427544271,28486,115200,28435,0.0,-1.96,2.479,NaN,NaN,NaN,1.02,-80.0
1510427544345,28486,115200,28435,0.0,-1.95,2.479,NaN,NaN,NaN,1.03,-80.0
1510427544419,28486,115200,28435,0.0,-1.848,2.479,NaN,NaN,NaN,1.1320000000000001,-79.0
1510427544491,28486,115200,28435,0.0,-1.874,2.479,NaN,NaN,NaN,1.105,-80.0
1510427544563,28486,115200,28435,0.0,-1.874,2.479,NaN,NaN,NaN,1.105,-80.0
1510427544637,28486,115200,28435,0.0,-1.861,2.479,NaN,NaN,NaN,1.119,-80.0
1510427544711,28486,115200,28435,0.0,-1.852,2.479,NaN,NaN,NaN,1.1280000000000001,-80.0
1510427544786,28486,115200,28435,0.0,-2.082,2.479,NaN,NaN,NaN,0.898,-80.0
1510427544860,28486,115200,28435,0.0,-2.039,2.479,NaN,NaN,NaN,0.9410000000000001,-79.0
1510427544934,28486,115200,28435,0.0,-2.086,2.479,NaN,NaN,NaN,0.894,-80.0
1510427545008,28486,115200,28435,0.0,-2.006,2.479,NaN,NaN,NaN,0.974,-79.0
1510427545081,28486,115200,28435,0.0,-1.862,2.479,NaN,NaN,NaN,1.118,-80.0
1510427545154,28486,115200,28435,0.0,-1.874,2.479,NaN,NaN,NaN,1.105,-80.0
1510427545227,28486,115200,28435,0.0,-1.843,2.479,NaN,NaN,NaN,1.137,-80.0
1510427545301,28486,115200,28435,0.0,-2.002,2.479,NaN,NaN,NaN,0.978,-80.0
1510427545375,28486,115200,28435,0.0,-1.978,2.479,NaN,NaN,NaN,1.002,-80.0
1510427545449,28486,115200,28435,0.0,-2.006,2.479,NaN,NaN,NaN,0.974,-80.0
1510427545522,28486,115200,28435,0.0,-2.096,2.479,NaN,NaN,NaN,0.884,-80.0
1510427545595,28486,115200,28435,0.0,-1.969,2.479,NaN,NaN,NaN,1.0110000000000001,-79.0
1510427545670,28486,115200,28435,0.0,-1.973,2.479,NaN,NaN,NaN,1.006,-79.0
1510427545743,28486,115200,28435,0.0,-1.946,2.479,NaN,NaN,NaN,1.034,-79.0
1510427545815,28486,115200,28435,0.0,-1.22,2.479,NaN,NaN,NaN,1.76,-80.0
1510427545889,28486,115200,28435,0.0,-2.03,2.479,NaN,NaN,NaN,0.9500000000000001,-80.0
1510427545962,28486,115200,28435,0.0,-2.006,2.479,NaN,NaN,NaN,0.974,-79.0
1510427546035,28486,115200,28435,0.0,-2.01,2.479,NaN,NaN,NaN,0.969,-78.0
1510427546108,28486,115200,28435,0.0,-2.03,2.479,NaN,NaN,NaN,0.9500000000000001,-78.0
1510427546180,28486,115200,28435,0.0,-1.991,2.479,NaN,NaN,NaN,0.988,-78.0
1510427546254,28486,115200,28435,0.0,-2.021,2.479,NaN,NaN,NaN,0.9590000000000001,-79.0
1510427546327,28486,115200,28435,0.0,-1.978,2.479,NaN,NaN,NaN,1.002,-79.0
1510427546400,28486,115200,28435,0.0,-1.988,2.479,NaN,NaN,NaN,0.992,-79.0
1510427546473,28486,115200,28435,0.0,-2.01,2.479,NaN,NaN,NaN,0.969,-79.0
1510427546547,28486,115200,28435,0.0,-1.988,2.479,NaN,NaN,NaN,0.992,-78.0
1510427546620,28486,115200,28435,0.0,-2.002,2.479,NaN,NaN,NaN,0.978,-78.0
1510427546693,28486,115200,28435,0.0,-1.991,2.479,NaN,NaN,NaN,0.988,-78.0
1510427546767,28486,115200,28435,0.0,-2.039,2.479,NaN,NaN,NaN,0.9410000000000001,-78.0
1510427546840,28486,115200,28435,0.0,-2.006,2.479,NaN,NaN,NaN,0.974,-79.0
1510427546913,28486,115200,28435,0.0,-2.016,2.479,NaN,NaN,NaN,0.964,-78.0
1510427546986,28486,115200,28435,0.0,-2.035,2.479,NaN,NaN,NaN,0.9450000000000001,-78.0
1510427547060,28486,115200,28435,0.0,-1.988,2.479,NaN,NaN,NaN,0.992,-78.0
1510427547133,28486,115200,28435,0.0,-2.03,2.479,NaN,NaN,NaN,0.9500000000000001,-78.0
1510427547206,28486,115200,28435,0.0,-2.035,2.479,NaN,NaN,NaN,0.9450000000000001,-78.0
1510427547279,28486,115200,28435,0.0,-2.021,2.479,NaN,NaN,NaN,0.9590000000000001,-78.0
1510427547351,28486,115200,28435,0.0,-2.021,2.479,NaN,NaN,NaN,0.9590000000000001,-78.0
1510427547425,28486,115200,28435,0.0,-2.049,2.479,NaN,NaN,NaN,0.931,-78.0
1510427547501,28486,115200,28435,0.0,-2.002,2.479,NaN,NaN,NaN,0.978,-79.0
1510427547576,28486,115200,28435,0.0,-2.01,2.479,NaN,NaN,NaN,0.969,-78.0
1510427547649,28486,115200,28435,0.0,-1.991,2.479,NaN,NaN,NaN,0.988,-79.0
1510427547722,28486,115200,28435,0.0,-1.997,2.479,NaN,NaN,NaN,0.983,-78.0
1510427547795,28486,115200,28435,0.0,-2.006,2.479,NaN,NaN,NaN,0.974,-79.0
1510427547867,28486,115200,28435,0.0,-2.006,2.479,NaN,NaN,NaN,0.974,-78.0
1510427547942,28486,115200,28435,0.0,-1.997,2.479,NaN,NaN,NaN,0.983,-78.0
1510427548015,28486,115200,28435,0.0,-1.988,2.479,NaN,NaN,NaN,0.992,-78.0
1510427548089,28486,115200,28435,0.0,-1.997,2.479,NaN,NaN,NaN,0.983,-78.0
1510427548162,28486,115200,28435,0.0,-2.016,2.479,NaN,NaN,NaN,0.964,-78.0
1510427548237,28486,115200,28435,0.0,-2.035,2.479,NaN,NaN,NaN,0.9450000000000001,-79.0
1510427548311,28486,115200,28435,0.0,-2.016,2.479,NaN,NaN,NaN,0.964,-78.0
1510427548384,28486,115200,28435,0.0,-2.002,2.479,NaN,NaN,NaN,0.978,-79.0
1510427548457,28486,115200,28435,0.0,-2.025,2.479,NaN,NaN,NaN,0.9550000000000001,-79.0
1510427548531,28486,115200,28435,0.0,-1.997,2.479,NaN,NaN,NaN,0.983,-79.0
1510427548605,28486,115200,28435,0.0,-1.997,2.479,NaN,NaN,NaN,0.983,-79.0
1510427548678,28486,115200,28435,0.0,-2.002,2.479,NaN,NaN,NaN,0.978,-79.0
1510427548751,28486,115200,28435,0.0,-2.016,2.479,NaN,NaN,NaN,0.964,-79.0
1510427548824,28486,115200,28435,0.0,-2.006,2.479,NaN,NaN,NaN,0.974,-79.0
1510427548896,28486,115200,28435,0.0,-2.039,2.479,NaN,NaN,NaN,0.9410000000000001,-79.0
1510427548970,28486,115200,28435,0.0,-2.035,2.479,NaN,NaN,NaN,0.9450000000000001,-79.0
1510427549043,28486,115200,28435,0.0,-2.025,2.479,NaN,NaN,NaN,0.9550000000000001,-79.0
1510427549116,28486,115200,28435,0.0,-2.025,2.479,NaN,NaN,NaN,0.9550000000000001,-79.0
1510427549219,28486,115200,28435,0.0,-2.006,2.479,NaN,NaN,NaN,0.974,-79.0
1510427549293,28486,115200,28435,0.0,-2.025,2.479,NaN,NaN,NaN,0.9550000000000001,-79.0
1510427549366,28486,115200,28435,0.0,-2.01,2.479,NaN,NaN,NaN,0.969,-79.0
1510427549439,28486,115200,28435,0.0,-2.025,2.479,NaN,NaN,NaN,0.9550000000000001,-79.0
1510427549513,28486,115200,28435,0.0,-2.006,2.479,NaN,NaN,NaN,0.974,-79.0
